date,gross_return,net_return,turnover,transaction_cost,naive_reversal_net_return,SPY_return
2021-09-09,,,,,-0.011568148932840723,-0.004280202913109377
2021-09-10,,,,,-0.0009122945060779152,-0.007884590303207206
2021-09-13,,,,,-0.00371532999710169,0.0025592991304788093
2021-09-14,-0.0022059343714461504,-0.0026559343714461503,0.9,0.00045000000000000004,-6.237804797388195e-05,-0.005396440800905289
2021-09-15,,,,,-0.008676464816464509,0.008352428610572948
2021-09-16,0.0023223299925434816,0.0019223299925434816,0.8,0.0004,-0.002001787670928212,-0.0015851396088495395
2021-09-17,,,,,-0.0032834771280754508,-0.00974108216993319
2021-09-20,0.0009728032982936344,0.0005728032982936344,0.8,0.0004,0.002157490517838014,-0.01667444559849518
2021-09-21,0.0024578656570468102,0.0019578656570468102,1.0,0.0005,-0.00019482075246066627,-0.0009443644010971308
2021-09-22,,,,,0.007807054703082202,0.009754729523292038
2021-09-23,,,,,0.005356777243522983,0.012149982624663824
2021-09-24,,,,,-0.00029684125130515236,0.0016472324926517512
2021-09-27,,,,,-0.00930883819859015,-0.002860931313588
2021-09-28,-0.0073560513352016734,-0.007756051335201674,0.8,0.0004,0.0007605635042217517,-0.02015174610108339
2021-09-29,0.002121505862240392,0.001821505862240392,0.6000000000000001,0.00030000000000000003,0.0071746860530411075,0.0016830108716439085
2021-09-30,,,,,0.011161454020670977,-0.012222183199364411
2021-10-01,-0.008779113159908059,-0.00922911315990806,0.9000000000000001,0.0004500000000000001,-0.0034647766912833606,0.011884189819930002
2021-10-04,0.009052642469649673,0.008552642469649673,1.0,0.0005,0.009500252588696745,-0.01289615440427161
2021-10-05,0.0051306406276886655,0.004680640627688666,0.9000000000000001,0.0004500000000000001,0.006745795900900866,0.0104049652274123
2021-10-06,,,,,0.008651084748878041,0.004156170737086073
2021-10-07,,,,,0.0007484481828518082,0.008645500227562275
2021-10-08,,,,,0.004996511385747638,-0.0018236918755570874
2021-10-11,,,,,-0.002618899111790967,-0.007239661526824537
2021-10-12,,,,,0.00403592555075702,-0.002461414096513459
2021-10-13,,,,,-0.00891222928777544,0.0035976145972727025
2021-10-14,,,,,0.002498834528501043,0.016820566180023144
2021-10-15,,,,,0.006150909484686137,0.0076158961289432
2021-10-18,,,,,-0.0002492379289119215,0.0029603372474908962
2021-10-19,,,,,-0.0035642376689434927,0.0077148269055087315
2021-10-20,,,,,0.003774946028013677,0.003927909560970111
2021-10-21,,,,,-0.008943112003707177,0.002608121774157146
2021-10-22,,,,,-0.0029677385357219973,-0.001036211950362298
2021-10-25,,,,,-0.0040091442681378375,0.005362897416147039
2021-10-26,,,,,-0.001602540741404595,0.0009001298421797976
2021-10-27,,,,,-0.0019611001644617384,-0.004430314991380246
2021-10-28,,,,,0.0017534872942592927,0.00964890719165723
2021-10-29,,,,,-0.004269543837585089,0.0020290774462154992
2021-11-01,-0.006624215363387156,-0.007124215363387155,1.0,0.0005,0.006285708350980013,0.001720085234454105
2021-11-02,,,,,-0.0005307575623217094,0.004043053548777431
2021-11-03,,,,,0.0013325234869688625,0.006105277628971173
2021-11-04,,,,,-0.01593291031763665,0.004712647339650156
2021-11-05,,,,,0.006177130313841733,0.0034696010977346425
2021-11-08,,,,,-0.01180917987274842,0.0008537132751202936
2021-11-09,,,,,0.0021492895817083807,-0.003305118111190053
2021-11-10,,,,,0.006945400786023969,-0.008045176068669724
2021-11-11,,,,,-0.008688958893240173,0.00032364678078233844
2021-11-12,,,,,-0.001310146177556015,0.007546888224615689
2021-11-15,,,,,-0.001563991623473537,0.000342378313446412
2021-11-16,,,,,-0.004622733265519668,0.003957741584928787
2021-11-17,,,,,-0.0042005060544549385,-0.0024291355697557693
2021-11-18,,,,,-0.007113061631742413,0.003396338783406616
2021-11-19,,,,,-0.0040653347500154875,-0.0017882800788711073
2021-11-22,0.0017427535523829698,0.0012927535523829697,0.9000000000000001,0.0004500000000000001,-0.0007571746751186257,-0.0028152777734504753
2021-11-23,,,,,0.008041358154927363,0.001326073292089669
2021-11-24,-0.001582695907571807,-0.002082695907571807,1.0,0.0005,0.010258996982544684,0.002669852220656299
2021-11-26,,,,,0.009476317622672805,-0.022303170423579877
2021-11-29,,,,,-0.006673654745024904,0.012266648068726127
2021-11-30,-0.0055731019033041776,-0.006073101903304177,1.0,0.0005,0.0038396971157109725,-0.019457502797286752
2021-12-01,0.008648467833466022,0.008198467833466021,0.9,0.00045000000000000004,0.01890119716114107,-0.011107319182177555
2021-12-02,-0.002901158344101862,-0.003401158344101862,1.0,0.0005,0.007335313157257722,0.015316574070090683
2021-12-03,-0.009271841810288416,-0.009721841810288416,0.9000000000000001,0.0004500000000000001,-0.01530626313503093,-0.008701571513751949
2021-12-06,-0.0018098319466342107,-0.0022598319466342106,0.9000000000000001,0.0004500000000000001,-0.004403163389997278,0.011843220595341375
2021-12-07,0.008726224643994395,0.008276224643994395,0.9000000000000001,0.0004500000000000001,0.019685824785891225,0.020684929849313916
2021-12-08,-0.002715026953011846,-0.003165026953011846,0.9000000000000001,0.0004500000000000001,-0.00754008212215937,0.002647917144007028
2021-12-09,,,,,0.0077064564398870005,-0.006751486924331029
2021-12-10,,,,,0.02197763313874267,0.009413512406287516
2021-12-13,,,,,-0.012597267686145292,-0.008858424582462665
2021-12-14,0.011415925383605108,0.010915925383605108,1.0,0.0005,0.009627768698465268,-0.006879967124670094
2021-12-15,-0.001424962599692136,-0.001874962599692136,0.9000000000000001,0.0004500000000000001,0.0031617276478810422,0.015624893811690299
